Gene,ChineseAmber,Leoti,pi229841,pi297155,pi300119,pi329311,pi506069,pi510757,pi655972,Rio,tx430,btx623,Grassl
SORBI_3002G160600,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G160700,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G160800,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G160901,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G161000,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G161100,0,0,0,0,0,0,0,0,0,0,1,1,1
SORBI_3002G161200,1,1,1,0,1,1,1,1,0,1,1,1,1
SORBI_3002G161400,1,0,1,1,1,0,1,0,0,1,1,1,1
SORBI_3002G161600,1,1,1,0,1,1,1,1,0,1,1,1,1
SORBI_3002G161700,1,1,0,1,1,1,1,1,0,1,1,1,1
SORBI_3002G161800,1,1,0,1,1,1,1,1,0,1,1,1,1
SORBI_3002G161900,1,1,1,1,1,0,1,1,0,1,1,1,1
SORBI_3002G162000,1,1,0,1,1,1,0,0,0,1,1,1,1
SORBI_3002G162100,0,0,0,0,0,0,0,0,0,0,1,1,1
SORBI_3002G162200,0,0,0,0,0,0,0,0,0,0,1,1,1
SORBI_3002G162300,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G162400,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G162500,0,0,0,0,0,0,0,0,0,0,0,1,1
SORBI_3002G162601,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G162701,1,1,1,0,1,1,1,1,0,1,0,0,0
SORBI_3002G162800,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G162900,0,0,1,0,1,0,0,0,0,0,1,1,1
SORBI_3002G163100,1,1,0,1,1,1,1,1,0,1,1,1,1
SORBI_3002G163301,1,1,1,1,1,1,1,1,1,1,1,1,1
SORBI_3002G163400,0,0,0,0,0,0,0,0,0,0,1,1,1
SORBI_3002G163500,1,1,1,1,1,1,1,1,1,1,1,1,1
SORBI_3002G163600,1,1,1,1,1,1,1,1,1,1,1,1,1
SORBI_3002G163700,1,1,1,1,1,0,1,1,1,1,1,1,1
SORBI_3002G163950,0,0,0,0,0,0,0,1,0,0,0,0,0
SORBI_3002G164200,0,1,1,1,1,1,1,1,1,0,1,1,1
SORBI_3002G164300,0,0,1,0,0,1,0,1,0,1,1,1,1
SORBI_3002G164400,1,1,1,0,1,1,1,1,0,1,1,1,1
SORBI_3002G164600,1,0,0,0,1,0,0,0,0,1,1,1,1
SORBI_3002G164700,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G164800,0,0,0,0,0,0,0,1,0,0,0,0,0
SORBI_3002G164833,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G164866,0,0,0,0,0,0,0,0,0,0,1,1,1
SORBI_3002G164900,0,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G164960,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G165020,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G165080,1,0,1,1,1,1,1,0,0,1,1,1,1
SORBI_3002G165140,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G165200,0,0,1,1,0,0,0,0,0,0,1,1,1
SORBI_3002G165300,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G165500,1,1,0,1,1,1,1,1,0,1,1,1,1
SORBI_3002G165600,0,0,0,0,0,0,0,0,0,0,1,1,1
SORBI_3002G165700,1,0,1,1,1,0,0,0,0,1,0,1,1
SORBI_3002G165800,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G165900,0,1,0,1,1,0,0,1,0,1,0,0,0
SORBI_3002G166000,1,1,1,1,1,1,1,1,0,1,0,0,0
SORBI_3002G166150,1,1,1,0,0,1,1,1,0,1,1,1,1
SORBI_3002G166300,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G166400,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G166500,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G166600,0,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G166700,1,1,0,1,0,0,1,1,0,1,1,1,1
SORBI_3002G166800,1,1,0,1,1,1,1,1,0,1,1,1,1
SORBI_3002G166900,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G167000,1,1,1,1,0,1,1,1,0,1,1,1,1
SORBI_3002G167100,1,1,1,0,1,1,1,1,0,1,1,1,1
SORBI_3002G167200,1,1,1,0,0,1,1,0,0,1,1,1,1
SORBI_3002G167300,0,1,1,1,0,0,0,1,0,1,1,1,1
SORBI_3002G167400,0,0,0,0,0,0,0,0,0,0,0,1,1
SORBI_3002G167500,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G167600,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G167700,0,0,0,1,0,0,1,0,0,1,1,1,1
SORBI_3002G167800,0,0,1,1,0,0,0,1,0,0,1,1,1
SORBI_3002G168000,1,1,0,1,1,1,0,1,0,0,1,1,1
SORBI_3002G168100,0,1,0,0,0,0,0,1,0,0,0,0,0
SORBI_3002G168150,0,1,1,1,0,0,0,0,0,1,0,0,0
SORBI_3002G168300,1,1,1,1,0,1,0,1,0,1,1,1,1
SORBI_3002G168400,1,0,1,0,0,1,1,1,0,1,1,1,1
SORBI_3002G168500,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G168550,0,0,0,0,0,0,0,0,0,0,1,1,1
SORBI_3002G168600,0,1,0,0,1,0,0,0,0,1,1,1,1
SORBI_3002G168650,0,0,0,0,0,0,0,0,0,0,1,1,1
SORBI_3002G168700,1,1,0,0,1,0,0,0,0,1,1,1,1
SORBI_3002G168750,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G168800,0,0,1,1,0,0,1,0,0,1,0,1,0
SORBI_3002G169000,0,0,0,1,0,0,1,1,0,0,1,1,1
SORBI_3002G169200,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G169300,1,1,1,1,0,1,0,1,0,1,1,1,1
SORBI_3002G169400,0,1,1,1,1,0,1,1,0,1,1,1,1
SORBI_3002G169500,0,0,1,1,0,0,0,0,0,0,1,1,1
SORBI_3002G169633,0,1,0,0,0,0,1,0,0,1,1,1,1
SORBI_3002G169900,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G170000,0,0,0,0,0,0,0,0,0,0,0,1,1
SORBI_3002G170100,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G170200,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G170300,1,1,1,1,1,1,1,0,0,1,1,1,1
SORBI_3002G170400,0,0,0,0,0,0,0,0,0,0,1,1,1
SORBI_3002G170500,0,0,0,0,0,0,0,0,0,0,1,1,1
SORBI_3002G170600,0,0,0,0,0,0,0,0,0,0,1,1,1
SORBI_3002G170666,0,1,0,1,1,0,1,0,0,1,1,1,1
SORBI_3002G170700,0,1,1,1,1,0,1,0,0,1,1,1,1
SORBI_3002G170740,0,1,1,1,1,0,1,0,0,1,1,1,1
SORBI_3002G170780,0,0,0,0,0,0,0,0,0,0,1,1,1
SORBI_3002G170820,0,1,0,1,1,0,1,0,0,1,1,1,1
SORBI_3002G170860,0,0,0,0,0,0,0,0,0,0,1,1,1
SORBI_3002G170900,0,1,1,1,1,0,1,1,0,1,1,1,1
SORBI_3002G171001,0,1,1,1,0,0,1,1,0,1,1,1,1
SORBI_3002G171101,0,0,1,1,1,0,0,1,0,0,0,0,0
SORBI_3002G171200,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G171400,1,1,1,1,0,0,1,0,0,1,1,1,1
SORBI_3002G171500,1,1,1,1,1,1,1,1,0,1,0,1,1
SORBI_3002G171600,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G171800,0,0,0,1,0,0,0,0,0,0,1,1,1
SORBI_3002G171901,0,0,0,0,0,0,0,0,0,0,1,0,0
SORBI_3002G172000,0,1,1,0,0,0,0,1,0,1,0,1,1
SORBI_3002G172100,1,1,1,1,0,1,1,1,0,1,0,1,1
SORBI_3002G172200,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G172300,0,0,0,0,0,0,0,0,0,0,0,1,1
SORBI_3002G172401,1,1,1,1,0,1,1,0,0,1,1,1,1
SORBI_3002G172500,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G172600,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G172700,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G172800,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G172900,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G173000,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G173100,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G173200,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G173300,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G173400,1,1,1,1,0,1,1,1,0,1,1,1,1
SORBI_3002G173500,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G173600,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G173700,1,1,1,1,0,1,0,1,0,1,1,1,1
SORBI_3002G173800,1,1,1,1,0,1,0,1,0,1,1,1,1
SORBI_3002G173900,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G174000,1,1,1,1,1,1,1,1,0,0,1,1,1
SORBI_3002G174100,1,0,0,0,0,1,1,0,0,0,1,1,1
SORBI_3002G174200,1,1,0,1,1,0,1,0,0,1,1,1,1
SORBI_3002G174300,0,0,0,1,0,1,0,0,0,1,0,1,1
SORBI_3002G174400,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G174500,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G174600,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G174700,1,1,1,1,1,1,0,1,0,1,1,1,1
SORBI_3002G174801,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G174900,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G175000,0,0,0,1,1,0,0,0,0,0,0,1,1
SORBI_3002G175100,1,0,0,1,0,0,0,0,0,0,0,1,1
SORBI_3002G175200,1,1,1,0,1,1,1,1,0,1,1,1,1
SORBI_3002G175300,1,1,1,0,1,1,1,1,0,1,1,1,1
SORBI_3002G175400,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G175500,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G175550,0,0,0,0,1,0,1,1,0,1,0,1,1
SORBI_3002G175600,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G175700,0,1,0,1,1,0,0,0,0,1,0,1,1
SORBI_3002G175800,1,1,0,0,0,0,0,0,0,1,0,1,1
SORBI_3002G175900,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G176000,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G176100,1,0,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G176200,1,0,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G176300,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G176400,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G176450,0,0,0,0,0,0,0,0,0,0,1,1,1
SORBI_3002G176500,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G176600,0,0,1,1,0,1,0,0,0,0,1,1,1
SORBI_3002G176700,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G176800,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G176900,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G177000,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G177100,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G177300,1,1,1,1,0,1,1,1,0,1,1,1,1
SORBI_3002G177400,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G177500,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G177600,1,0,1,0,1,0,1,0,0,1,1,1,1
SORBI_3002G177700,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G177800,1,0,0,0,0,0,0,1,0,1,1,1,1
SORBI_3002G177900,0,0,0,0,0,0,1,1,0,0,0,1,1
SORBI_3002G178000,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G178101,1,0,0,0,0,1,0,0,0,0,0,1,1
SORBI_3002G178200,1,1,0,0,0,1,0,0,0,1,1,0,0
SORBI_3002G178400,0,0,0,0,0,0,0,0,0,0,1,0,0
SORBI_3002G178800,1,1,1,0,1,1,1,1,0,1,1,1,1
SORBI_3002G178900,0,0,0,0,0,1,1,1,0,0,0,1,1
SORBI_3002G179000,1,0,0,1,0,1,1,0,0,0,0,1,1
SORBI_3002G179100,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G179150,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G179200,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G179300,0,0,0,0,0,1,1,1,0,1,1,1,1
SORBI_3002G179400,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G179500,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G179700,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G179800,1,1,1,1,1,1,1,1,0,1,1,0,0
SORBI_3002G179900,0,0,1,1,1,0,0,0,0,1,1,1,1
SORBI_3002G180000,0,0,0,0,0,0,0,0,0,1,0,1,1
SORBI_3002G180100,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G180200,1,1,0,0,1,1,1,1,0,1,0,1,1
SORBI_3002G180300,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G180400,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G180600,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G180732,0,1,1,1,1,0,1,1,0,1,1,1,1
SORBI_3002G180800,0,0,0,0,0,0,0,0,0,1,0,1,1
SORBI_3002G180900,0,0,0,1,1,0,1,0,0,1,0,1,1
SORBI_3002G181000,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G181066,0,0,0,0,1,0,1,1,0,0,0,1,1
SORBI_3002G181132,1,1,0,1,1,1,1,1,0,1,0,1,1
SORBI_3002G181200,0,0,0,0,0,0,0,0,0,1,0,1,1
SORBI_3002G181300,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G181400,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G181450,0,0,0,0,0,0,0,0,0,0,0,1,1
SORBI_3002G181600,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G181700,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G181800,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G181900,0,0,0,0,0,0,0,0,0,0,0,1,1
SORBI_3002G182000,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G182300,0,0,1,0,0,0,0,0,0,0,0,1,1
SORBI_3002G182400,1,1,1,1,0,1,1,1,0,1,1,1,1
SORBI_3002G182500,1,0,1,0,0,0,0,0,0,1,0,1,1
SORBI_3002G182601,0,0,1,1,1,0,0,0,0,1,1,1,1
SORBI_3002G182701,0,0,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G182800,1,1,0,1,1,0,1,1,0,0,1,1,1
SORBI_3002G182850,1,0,1,0,1,0,0,0,0,0,1,1,1
SORBI_3002G182900,0,0,0,1,1,0,1,0,0,0,0,1,1
SORBI_3002G183000,1,1,1,1,0,1,1,1,0,1,1,1,1
SORBI_3002G183100,1,1,0,1,1,0,1,1,0,0,1,1,1
SORBI_3002G183200,1,1,0,1,1,0,1,1,0,0,1,1,1
SORBI_3002G183300,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G183400,0,1,1,0,0,0,0,0,0,1,0,1,1
SORBI_3002G183600,1,1,1,1,1,0,1,1,0,1,1,1,1
SORBI_3002G183700,1,1,1,0,0,0,0,0,0,1,0,1,1
SORBI_3002G183700_SORBI_3002G183600,0,0,0,0,0,1,0,0,0,0,0,0,0
SORBI_3002G183750,0,0,0,1,1,0,1,1,0,0,1,0,0
SORBI_3002G183800,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G183900,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G184100,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G184200,1,1,1,1,0,1,1,0,0,1,1,1,1
SORBI_3002G184300,1,1,0,1,1,1,1,1,0,1,1,1,1
SORBI_3002G184400,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G184450,0,0,0,0,0,0,0,0,0,0,0,1,1
SORBI_3002G184500,1,0,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G184600,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G184700,1,1,1,1,1,1,1,1,0,1,1,0,0
SORBI_3002G184700_1,0,0,0,0,0,0,0,0,0,0,0,1,1
SORBI_3002G184800,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G184900,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G185000,0,1,1,1,0,0,1,1,0,1,1,1,1
SORBI_3002G185100,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G185200,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G185300,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G185400,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G185500,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G185600,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G185800,1,1,1,1,1,0,0,0,0,1,0,1,1
SORBI_3002G185900,0,0,1,1,0,0,0,0,0,0,0,1,1
SORBI_3002G186000,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G186100,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G186200,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G186300,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G186400,0,0,1,1,0,0,0,0,0,0,0,1,1
SORBI_3002G186500,1,1,1,1,1,1,1,0,0,1,1,1,1
SORBI_3002G186600,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G186700,0,0,0,0,0,0,0,0,0,0,0,1,1
SORBI_3002G186800,0,0,1,1,0,0,0,0,0,0,1,1,1
SORBI_3002G186900,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G186966,0,0,1,1,0,1,0,0,0,0,1,1,1
SORBI_3002G187032,0,0,1,1,0,1,0,0,0,0,1,1,1
SORBI_3002G187100,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G187200,1,1,1,0,1,1,1,1,0,1,1,1,1
SORBI_3002G187300,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G187350,0,0,1,1,0,0,0,0,0,0,0,1,1
SORBI_3002G187400,0,0,1,1,0,0,0,0,0,0,0,1,1
SORBI_3002G187500,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G187600,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G187700,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G188000,0,0,0,0,0,1,0,0,0,0,0,1,1
SORBI_3002G188100,0,0,1,0,1,0,0,0,0,0,0,1,1
SORBI_3002G188200,1,1,1,0,1,1,1,0,0,1,1,1,1
SORBI_3002G188300,0,0,1,0,0,0,0,0,0,0,0,1,1
SORBI_3002G188350,0,0,1,0,0,0,0,0,0,0,0,0,0
SORBI_3002G188500,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G188600,0,0,1,0,1,0,0,1,0,0,0,1,1
SORBI_3002G188700,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G188800,0,0,1,1,0,0,0,0,0,0,0,1,1
SORBI_3002G188900,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G189000,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G189100,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G189300,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G189350,0,0,0,0,0,0,0,1,0,0,0,0,0
SORBI_3002G189400,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G189500,1,0,0,0,0,1,1,1,0,0,1,1,1
SORBI_3002G189600,1,0,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G189700,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G189800,0,0,1,1,1,1,0,1,0,1,0,0,0
SORBI_3002G189900,0,1,0,0,0,0,0,1,0,1,0,1,1
SORBI_3002G190000,1,1,1,1,0,1,1,1,0,1,1,1,1
SORBI_3002G190100,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G190200,1,0,1,1,0,0,1,0,0,0,1,1,1
SORBI_3002G190300,0,0,0,0,0,0,0,0,0,0,0,1,1
SORBI_3002G190400,0,1,0,0,0,1,0,1,0,1,0,1,1
SORBI_3002G190500,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G190600,0,0,0,0,0,0,0,0,0,0,0,1,1
SORBI_3002G190700,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G190750,1,1,0,0,1,1,0,1,0,1,1,1,1
SORBI_3002G190800,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G190900,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G191000,1,1,1,1,0,1,1,1,0,1,1,1,1
SORBI_3002G191100,1,1,0,1,0,1,1,1,0,0,0,0,0
SORBI_3002G191200,1,1,1,0,1,1,1,1,0,1,1,1,1
SORBI_3002G191300,1,1,0,0,1,1,1,1,0,1,1,1,1
SORBI_3002G191400,0,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G191450,0,1,0,1,1,1,1,1,0,1,1,1,1
SORBI_3002G191500,1,1,1,1,0,1,0,1,0,1,1,1,1
SORBI_3002G191800,1,1,1,1,1,1,0,1,0,1,1,1,1
SORBI_3002G191900,0,0,0,1,1,1,1,1,0,0,1,1,1
SORBI_3002G192101,0,0,1,1,1,1,1,0,0,1,1,1,1
SORBI_3002G192200,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G192500,0,0,1,0,0,1,0,1,0,0,1,1,1
SORBI_3002G192600,0,0,1,0,0,0,0,1,0,0,1,1,1
SORBI_3002G192700,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G192800,0,0,0,0,0,1,0,0,0,0,1,1,1
SORBI_3002G192900,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G193000,0,1,1,1,1,1,0,0,0,1,1,1,1
SORBI_3002G193100,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G193300,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G193400,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G193500,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G193600,0,0,1,0,0,1,0,0,0,1,0,1,1
SORBI_3002G193800,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G193900,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G194000,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G194100,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G194201,1,1,1,1,1,1,0,1,0,1,1,1,1
SORBI_3002G194300,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G194400,0,0,0,0,0,0,0,0,0,0,0,1,1
SORBI_3002G194500,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G194600,0,0,1,1,1,0,1,0,0,1,1,1,1
SORBI_3002G194650,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G194700,0,0,1,1,1,0,1,0,0,1,1,1,1
SORBI_3002G194800,0,0,0,1,1,1,1,1,0,0,1,0,0
SORBI_3002G194900,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G195000,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G195033,0,0,0,0,0,0,0,0,0,0,0,1,1
SORBI_3002G195066,0,0,0,0,0,0,0,0,0,0,1,1,1
SORBI_3002G195100,1,1,1,1,1,0,1,1,0,1,1,1,1
SORBI_3002G195200,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G195300,1,1,1,1,1,1,1,0,0,1,1,1,1
SORBI_3002G195400,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G195500,0,0,1,1,0,0,1,0,0,1,0,1,1
SORBI_3002G195600,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G195700,1,1,1,0,1,1,1,1,0,0,1,1,1
SORBI_3002G195800,0,0,1,1,0,0,1,0,0,1,0,1,1
SORBI_3002G195900,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G196000,0,0,0,1,0,0,1,0,0,1,1,1,1
SORBI_3002G196100,0,0,1,1,0,0,0,0,0,1,1,1,1
SORBI_3002G196200,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G196350,0,0,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G196500,0,0,1,1,0,1,1,1,0,1,1,1,1
SORBI_3002G196600,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G196800,1,1,1,1,0,1,1,0,0,1,1,1,1
SORBI_3002G196900,0,0,1,1,0,1,0,1,0,1,1,1,1
SORBI_3002G197000,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G197100,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G197200,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G197300,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G197400,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G197500,1,1,0,1,1,1,0,1,0,1,1,1,1
SORBI_3002G197600,1,1,0,1,1,1,1,1,0,1,1,1,1
SORBI_3002G197700,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G197800,1,1,1,1,1,0,1,1,0,1,1,1,1
SORBI_3002G198000,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G198100,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G198200,0,0,0,0,0,0,0,0,0,1,1,1,1
SORBI_3002G198300,0,0,0,0,0,0,0,0,0,0,1,1,1
SORBI_3002G198400,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G198500,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G198600,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G198700,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G198801,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G198900,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G199000,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G199100,1,1,1,1,1,1,1,1,0,1,1,1,1
SORBI_3002G199200,0,0,1,1,1,0,1,1,0,1,1,1,1
SORBI_3002G199300,1,1,1,1,1,0,0,1,0,1,1,1,1
SORBI_3002G199400,0,0,1,1,0,0,0,0,0,1,1,1,1
SORBI_3002G199500,1,1,1,0,1,1,0,1,0,1,1,1,1
