Gene,ChineseAmber,Leoti,pi229841,pi297155,pi300119,pi329311,pi506069,pi510757,pi655972,Rio,tx430,btx623,Grassl
3381.casb007g148980.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb007g149000.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g149060.635,1,0,1,0,0,1,0,0,0,1,1,0,0
3381.casb008g149190.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g149280.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g149310.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g149360.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g149830.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g149860.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g149900.635,1,0,1,0,0,0,0,0,1,0,1,1,1
3381.casb008g150000.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g150010.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g150220.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g150300.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g150400.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g150510.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g150540.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g150590.635,1,0,0,0,0,0,0,0,0,1,1,0,0
3381.casb008g150760.635,1,0,0,0,0,0,0,0,0,1,1,0,0
3381.casb008g150870.635,1,1,1,1,1,0,1,0,0,0,1,1,1
3381.casb008g151280.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g151300.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g151440.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g151470.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g151530.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g151640.635,1,1,0,1,0,1,0,1,0,0,1,1,1
3381.casb008g151670.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g151700.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g151760.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g151910.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g152070.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g152080.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g152380.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g152410.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g152470.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g152480.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g152490.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g152560.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g152590.635,0,0,1,1,0,0,1,0,0,0,1,1,1
3381.casb008g152640.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g152720.635,0,0,0,0,0,0,0,0,0,0,0,1,1
3381.casb008g152770.635,0,1,0,0,1,0,1,0,0,0,1,0,0
3381.casb008g152970.635,0,0,0,0,0,0,0,0,0,0,1,1,0
3381.casb008g153110.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g153150.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g153190.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g153190.635_1,0,0,0,0,0,0,0,0,0,0,0,1,1
3381.casb008g153290.635,0,0,0,1,1,0,0,0,0,0,0,0,0
3381.casb008g153520.635,0,0,1,1,0,1,0,1,0,0,1,0,0
3381.casb008g153850.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g153890.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g154090.635,0,0,0,0,0,0,0,0,0,0,1,1,0
3381.casb008g154100.635,0,0,0,0,0,0,0,0,0,0,1,1,0
3381.casb008g154140.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g154150.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g154310.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g154580.635,0,0,0,0,0,1,0,1,0,0,1,1,1
3381.casb008g154760.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g154950.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g154960.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g155010.635,0,1,1,1,0,1,1,0,1,1,1,0,0
3381.casb008g155150.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g155190.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g155260.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g155270.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g155400.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g155510.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g155770.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g155780.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g155790.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g155800.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g155930.635,1,1,0,1,1,1,0,1,0,0,1,1,1
3381.casb008g156060.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g156170.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g156310.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g156340.635,0,0,0,0,0,0,0,0,0,0,1,1,0
3381.casb008g156380.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g156420.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g156470.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g156500.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g156520.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g156590.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g156630.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g156670.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g156890.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g157030.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g157110.635,0,0,0,0,0,0,0,0,0,0,1,1,0
3381.casb008g157480.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g157580.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g157640.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g157660.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g157670.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g157690.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g157710.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g157760.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g157800.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g157820.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g157950.635,0,0,1,1,1,1,0,0,1,1,1,1,1
3381.casb008g158140.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g158250.635,0,0,0,0,0,1,1,1,0,0,1,0,0
3381.casb008g158270.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g158300.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g158340.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g158360.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g158420.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g158470.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g158520.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g158640.635,1,1,0,1,1,1,1,1,1,1,1,1,1
3381.casb008g158700.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g158710.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g158860.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g158920.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g158960.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g158990.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g159010.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g159030.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g159040.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g159130.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g159160.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g159160.635_1,0,0,0,0,0,0,0,0,0,0,1,0,1
3381.casb008g159210.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g159240.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g159330.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g159420.635,1,1,1,1,1,1,1,0,1,1,1,1,1
3381.casb008g159460.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g159520.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g159620.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g159660.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g159700.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g159840.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g159880.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g159890.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g159920.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g159930.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g159960.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g159980.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb008g160020.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g160050.635,1,0,0,1,1,1,1,1,1,0,1,0,0
3381.casb008g160210.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g160230.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g160240.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb008g160250.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g160490.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g160500.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g160520.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g160530.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g160540.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g160550.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g160640.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g160790.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g160810.635,0,1,1,1,1,1,1,0,0,1,1,1,1
3381.casb009g160820.635,1,1,1,1,1,1,1,1,0,1,1,1,1
3381.casb009g160880.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g160940.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g160960.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g160970.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g160980.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g161090.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g161270.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g161300.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g161350.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g161410.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g161420.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g161440.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g161480.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g161520.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g161530.635,0,0,0,0,1,0,0,1,0,0,0,0,0
3381.casb009g161540.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g161550.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g161740.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g161760.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g161890.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g161940.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g162000.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g162020.635,0,0,1,0,1,1,1,1,0,1,1,1,1
3381.casb009g162130.635,0,0,0,0,1,0,1,0,0,0,1,0,0
3381.casb009g162140.635,1,1,1,1,1,1,0,1,0,0,1,1,1
3381.casb009g162240.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g162260.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g162450.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g162600.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g162650.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g162660.635,1,1,1,1,1,1,1,1,1,1,1,1,1
3381.casb009g162670.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g162690.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g162700.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g162890.635,1,1,1,1,1,1,1,1,0,1,1,1,1
3381.casb009g162950.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g163030.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g163040.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g163080.635,0,0,0,0,1,1,0,1,0,0,0,0,0
3381.casb009g163220.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g163350.635,0,1,0,0,1,1,1,1,0,0,1,0,0
3381.casb009g163370.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g163380.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g163390.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g163420.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g163520.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g163560.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g163700.635,1,1,1,1,1,1,0,1,0,1,1,1,1
3381.casb009g163700.635_SORBI_3002G118600,0,0,0,0,0,0,1,0,0,0,0,0,0
3381.casb009g163910.635,0,0,1,1,0,1,0,1,0,0,1,0,0
3381.casb009g163960.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g164010.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g164030.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g164060.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g164080.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g164180.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g164180.635_1,0,0,0,0,0,0,0,0,0,0,0,0,1
3381.casb009g164280.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g164530.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g164590.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g164690.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g164960.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g165060.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g165180.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g165230.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g165250.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g165270.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g165300.635,1,1,0,0,0,1,0,0,0,0,1,0,0
3381.casb009g165320.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g165350.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g165400.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g165410.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g165420.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g165430.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g165440.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g165490.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g165500.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g165520.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g165540.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g165550.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g165560.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g165570.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g165580.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g165610.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g165620.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g165630.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g165690.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g165710.635,1,0,0,0,1,0,0,0,0,0,1,0,0
3381.casb009g165880.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g165950.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g166020.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g166110.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g166120.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g166130.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g166140.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g166170.635,1,0,0,1,0,0,0,0,1,1,1,0,0
3381.casb009g166260.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g166310.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g166480.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g166510.635,0,1,0,0,0,1,0,1,0,0,1,0,0
3381.casb009g166520.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g167070.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g167310.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g167320.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g167430.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g167610.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g167670.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g167850.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g167990.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g168090.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g168110.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g168290.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g168320.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g168370.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g168380.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g168470.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g168530.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g168540.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g168600.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g168750.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g168760.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g168830.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g168840.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g168850.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g168860.635,0,0,1,1,1,1,0,0,1,0,1,1,1
3381.casb009g168940.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g169020.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g169170.635,1,0,1,0,0,0,0,1,0,1,1,1,1
3381.casb009g169180.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g169260.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g169290.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g169410.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g169450.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g169500.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g169690.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g169840.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g169900.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g170000.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g170010.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g170020.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g170030.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g170080.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g170180.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g170210.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g170220.635,0,0,0,0,0,1,1,0,0,0,1,1,1
3381.casb009g170620.635,1,1,1,1,1,1,1,1,0,1,1,1,1
3381.casb009g170630.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g170640.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g170790.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g170920.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g170930.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g171380.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g171430.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g171470.635,1,1,1,1,0,1,0,1,0,0,1,1,1
3381.casb009g171480.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g171570.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g171590.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g171740.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g172370.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g172560.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g172570.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g172590.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g172750.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g172760.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g172850.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g172920.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g173020.635_SORBI_3002G032066,0,0,0,0,0,0,1,0,0,0,0,0,0
3381.casb009g173180.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g173190.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g173280.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g173390.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g173560.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g173600.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g173670.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g173840.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g173890.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g173980.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g174010.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g174030.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g174060.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g174270.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g174270.635_1,0,0,0,0,0,0,0,0,0,0,0,0,1
3381.casb009g174380.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g174460.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g174480.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g174530.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g174540.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g174550.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g174760.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g174910.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g174960.635,0,1,0,1,0,0,1,1,0,1,1,0,0
3381.casb009g175080.635,0,0,0,0,0,0,0,1,0,0,1,1,1
3381.casb009g175360.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g175370.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g175680.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g175720.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g175910.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g175930.635,0,0,0,0,0,0,0,0,0,0,1,0,0
3381.casb009g176210.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb009g176360.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb010g176530.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb010g176600.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb010g176840.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb010g177190.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb010g177560.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb010g177850.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb010g178000.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb010g178010.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb010g178150.635,0,0,1,0,0,0,0,0,0,0,0,0,0
3381.casb010g178280.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb010g178460.635,0,0,0,0,0,0,0,0,0,0,1,1,1
3381.casb010g178480.635,0,1,0,1,1,1,1,1,1,1,1,1,1
3381.casb010g178510.635,0,0,0,0,0,0,0,0,0,0,1,1,1
